C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_15_630.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_15_630.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_15_630.jpg,0,0,0,2.303101E-05
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_15_696.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_15_696.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_15_696.jpg,0,0,0,4.994979E-06
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_15_766.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_15_766.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_15_766.jpg,0,0,0,5.156584E-06
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_15_834.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_15_834.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_15_834.jpg,0,0,0,1.450164E-06
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_15_905.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_15_905.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_15_905.jpg,0,0,0,3.880235E-06
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_15_975.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_15_975.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_15_975.jpg,0,0,0,1.2741E-05
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_16_044.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_16_044.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_16_044.jpg,0,0,0,6.45833E-06
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_16_113.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_16_113.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_16_113.jpg,0,0,0,7.621369E-06
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_16_183.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_16_183.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_16_183.jpg,0,0,0,1.187322E-05
C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\center_2020_11_30_15_30_16_251.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\left_2020_11_30_15_30_16_251.jpg,C:\Users\raman\OneDrive\Desktop\u_sim-data\IMG\right_2020_11_30_15_30_16_251.jpg,0,0,0,4.824353E-06
